estacion|nombre|categoria|tecnologia|estado|departamento|municipio|fecha_instalacion|fecha_suspension|area_operativa|corriente|area_hidrografica|zona_hidrografica|subzona_hidrografica|entidad|longitud|latitud
32077080|PUERTO RICO|Limnimetrica|Convencional|Activa|Meta|Puerto Rico (Meta)|15/10/1978||Area Operativa 03 - Meta-Guaviare-Guainia|Ariari|Orinoco|Guaviare|R�o Ariari|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.21|2.94
32070040|PI�ALITO|Pluviometrica|Convencional|Activa|Meta|Vistahermosa|15/09/1978||Area Operativa 03 - Meta-Guaviare-Guainia|0|Orinoco|Guaviare|R�o Guejar|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.63|2.98
35127030|LA ESPERANZA|Limnimetrica|Convencional|Activa|Meta|Puerto Gait�n|15/11/1984||Area Operativa 03 - Meta-Guaviare-Guainia|Manacacias|Orinoco|Meta|R�o Manacacias|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.29|3.81
31090010|GUAYARE|Limnimetrica|Convencional|Activa|Guainia|In�rida|15/06/1983||Area Operativa 03 - Meta-Guaviare-Guainia|Guaviare|Orinoco|Guaviare|Bajo Guaviare|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-67.84|3.96
32200010|CEJAL|Limnimetrica|Convencional|Activa|Vichada|Cumaribo|15/06/1983||Area Operativa 03 - Meta-Guaviare-Guainia|Guaviare|Orinoco|Guaviare|Bajo Guaviare|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-68.32|3.99
35100020|CABUYARO|Limnimetrica|Convencional|Activa|Meta|Cabuyaro|15/06/1968||Area Operativa 03 - Meta-Guaviare-Guainia|Meta|Orinoco|Meta|Directos al R�o Meta entre r�os Humea y Upia (mi)|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.79|4.28
35107030|CABUYARO|Limnimetrica|Convencional|Activa|Meta|Cabuyaro|15/05/1976||Area Operativa 03 - Meta-Guaviare-Guainia|Meta|Orinoco|Meta|Directos al R�o Meta entre r�os Humea y Upia (mi)|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.79|4.28
35117010|HUMAPO|Limnimetrica|Convencional|Activa|Meta|Puerto L�pez|15/04/1978||Area Operativa 03 - Meta-Guaviare-Guainia|Meta|Orinoco|Meta|R�o T�a y otros directos al Meta|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.39|4.33
35180030|FUNDO NUEVO HUMAPO|Pluviometrica|Convencional|Activa|Meta|Puerto L�pez|15/06/1983||Area Operativa 03 - Meta-Guaviare-Guainia|0|Orinoco|Meta|R�o T�a y otros directos al Meta|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.39|4.33
35030010|EL CALVARIO|Pluviografica|Convencional|Activa|Meta|El Calvario|15/10/1968||Area Operativa 03 - Meta-Guaviare-Guainia|0|Orinoco|Meta|R�o Guatiqu�a|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.71|4.34999722
35050010|MEDINA|Pluviometrica|Convencional|Activa|Cundinamarca|Medina|15/09/1969||Area Operativa 03 - Meta-Guaviare-Guainia|0|Orinoco|Meta|R�o Humea|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.34999722|4.51
38037010|MATAVEN|Limnimetrica|Convencional|Activa|Vichada|Cumaribo|15/12/1983||Area Operativa 03 - Meta-Guaviare-Guainia|Orinoco|Orinoco|Orinoco Directos|Ca�o Matav�n|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-67.85999722|4.54
38030010|MATAVEN|Pluviometrica|Convencional|Activa|Vichada|Cumaribo|15/12/1983||Area Operativa 03 - Meta-Guaviare-Guainia|0|Orinoco|Orinoco Directos|Ca�o Matav�n|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-67.86|4.54999722
35227070|OROCUE BZO DERECHO|Limnigrafica|Automatica con Telemetria|Activa|Casanare|Orocu�|15/04/1978||Area Operativa 03 - Meta-Guaviare-Guainia|Meta|Orinoco|Meta|Ca�o Guan�palo y otros directos al Meta|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-71.34999722|4.78
35220030|OROCUE|Pluviografica|Convencional|Activa|Casanare|Orocu�|15/04/1981||Area Operativa 03 - Meta-Guaviare-Guainia|0|Orinoco|Meta|Ca�o Guan�palo y otros directos al Meta|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-71.33|4.79
35267080|AGUAVERDE|Limnigrafica|Convencional|Activa|Vichada|La Primavera|15/02/1983||Area Operativa 03 - Meta-Guaviare-Guainia|Meta|Orinoco|Meta|Directos al R�o Meta entre r�os Cusiana y Carare|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-69.99|5.79
35250030|PUERTO FORTUNA|Limnimetrica|Convencional|Activa|Vichada|La Primavera|15/06/1983||Area Operativa 03 - Meta-Guaviare-Guainia|Meta|Orinoco|Meta|Directos Bajo Meta entre r�os Casanare y Orinoco|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-68.78|6.15
42077020|MITU|Limnigrafica|Automatica con Telemetria|Activa|Vaupes|Mit�|15/04/1984||Area Operativa 03 - Meta-Guaviare-Guainia|Vaupes|Amazonas|Vaupes|Bajo Vaup�s|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-70.24|1.26
21020040|VISO EL|Pluviometrica|Convencional|Activa|Huila|El�as|15/05/1980||Area Operativa 04 - Huila-Caqueta|0|Magdalena Cauca|Alto Magdalena|R�o Timan� y otros directos al Magdalena|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.91|2.02
21020050|PUENTE SALADOBLANC|Pluviometrica|Convencional|Activa|Huila|El�as|15/02/1979||Area Operativa 04 - Huila-Caqueta|0|Magdalena Cauca|Alto Magdalena|R�o Timan� y otros directos al Magdalena|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.01|1.98
21055020|ESCUELA AGRICOLA LA PLATA|Climatica Principal|Convencional|Activa|Huila|La Plata|15/12/1969||Area Operativa 04 - Huila-Caqueta|0|Magdalena Cauca|Alto Magdalena|R�o Peez|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.89|2.38
21055030|SANTA LETICIA|Climatica Ordinaria|Convencional|Activa|Cauca|Inz�|16/06/1971||Area Operativa 04 - Huila-Caqueta|0|Magdalena Cauca|Alto Magdalena|R�o Peez|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.16|2.24
44140020|CUEMANI|Limnimetrica|Convencional|Activa|Caqueta|Solano|15/05/1989||Area Operativa 04 - Huila-Caqueta|Caqueta|Amazonas|Caqueta|R�o Caqueta Bajo|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.04|-0.52
44147020|CUEMANI|Limnimetrica|Convencional|Activa|Amazonas|Santander (Araracuara)|15/04/1989||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Caqueta|Amazonas|Caqueta|R�o Caqueta Bajo|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-72.38|-0.62
21037010|PUENTE GARCES - AUT|Limnigrafica|Automatica con Telemetria|Activa|Huila|Altamira|15/04/1964||Area Operativa 04 - Huila-Caqueta|Suaza|Magdalena Cauca|Alto Magdalena|R�o Suaza|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.78|2.03
21030050|GUADALUPE|Pluviometrica|Convencional|Activa|Huila|Altamira|10/04/1964||Area Operativa 04 - Huila-Caqueta|0|Magdalena Cauca|Alto Magdalena|R�o Suaza|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.78|2.03
21057060|PAICOL - AUT|Limnigrafica|Automatica sin Telemetria|Activa|Huila|Tesalia|15/07/1971||Area Operativa 04 - Huila-Caqueta|Paez|Magdalena Cauca|Alto Magdalena|R�o Peez|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.76|2.46
21050150|PAEZ PAICOL RADIO|Pluviometrica|Convencional|Activa|Huila|Tesalia|15/02/1979||Area Operativa 04 - Huila-Caqueta|0|Magdalena Cauca|Alto Magdalena|R�o Peez|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.76|2.46
21080110|SAN JOSE HACIENDA|Pluviografica|Convencional|Activa|Huila|Tesalia|15/06/1983||Area Operativa 04 - Huila-Caqueta|0|Magdalena Cauca|Alto Magdalena|R�o Yaguar� y R�o Iquira|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.72|2.58
21130110|PRAGA|Pluviometrica|Convencional|Activa|Huila|Aipe|15/04/1973||Area Operativa 04 - Huila-Caqueta|0|Magdalena Cauca|Alto Magdalena|R�o Aipe, R�o Chenche y otros directos al Magdalena|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.49|3.27
21140080|MIRAFLORES|Pluviometrica|Convencional|Activa|Huila|Colombia|15/04/1973||Area Operativa 04 - Huila-Caqueta|0|Magdalena Cauca|Alto Magdalena|R�o Cabrera|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.74|3.48
44030060|LARANDIA|Pluviometrica|Convencional|Activa|Caqueta|Florencia (Caqueta)|15/08/1984||Area Operativa 04 - Huila-Caqueta|0|Amazonas|Caqueta|R�o Orteguaza|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.49|1.49
54020060|OPOGODO|Pluviometrica|Convencional|Activa|Choco|Condoto|15/03/1966||Area Operativa 09 - Cauca-Valle-Caldas|0|Pacifico|San Ju�n|R�o Taman� y otros Directos San Juan|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.65|5.06
12020010|PUEBLO BELLO|Pluviometrica|Convencional|Activa|Antioquia|Turbo|15/04/1972||Area Operativa 01 - Antioquia-Choco|0|Caribe|Caribe - Litoral|R�o Mulatos y otros directos al Caribe|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.52|8.19999722
25010080|PICA PICA - AUT|Limnimetrica|Convencional|Activa|Cordoba|Montel�bano|15/11/1973||Area Operativa 02 - Atl�ntico-Bolivar-Sucre|San Jorge|Magdalena Cauca|Bajo Magdalena- Cauca -San Jorge|Alto San Jorge|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.68|8.03
12037030|EL CARMELO|Limnigrafica|Convencional|Activa|Antioquia|Arboletes|15/05/1977||Area Operativa 02 - Atl�ntico-Bolivar-Sucre|San Juan D Uraba|Caribe|Caribe - Litoral|R�o San Juan|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.39|8.62
29037760|ESPERANZA LA|Limnigrafica|Convencional|Activa|Bolivar|El Carm�n De Bolivar|15/06/1983||Area Operativa 02 - Atl�ntico-Bolivar-Sucre|Ay Guamanga|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen izquierda|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.28|9.87
29037800|COMPUERTAS CANAL DIQUE|Limnimetrica|Convencional|Activa|Atlantico|Manat�|15/08/1983||Area Operativa 02 - Atl�ntico-Bolivar-Sucre|Canal Del Dique|Magdalena Cauca|Bajo Magdalena|Canal del Dique margen derecho|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.07|10.41
25021280|COYONGAL|Pluviometrica|Convencional|Activa|Bolivar|Pinillos|15/03/1979||Area Operativa 02 - Atl�ntico-Bolivar-Sucre|0|Magdalena Cauca|Bajo Magdalena|Directos Bajo Magdalena entre El Banco y El Plato|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-74.51|8.97
42040010|YURUPARI|Pluviometrica|Convencional|Activa|Vaupes|Carur�|15/03/1984||Area Operativa 03 - Meta-Guaviare-Guainia|0|Amazonas|Vaupes|Bajo Vaup�s|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-71.04|0.87
32067030|PUERTO ANGOSTURAS  - AUT|Limnimetrica|Convencional|Activa|Meta|Cubarral|15/12/1991||Area Operativa 03 - Meta-Guaviare-Guainia|Ariari|Orinoco|Guaviare|R�o Ariari|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.92|3.79
31097010|GUAYARE|Limnimetrica|Convencional|Activa|Guainia|In�rida|15/12/1983||Area Operativa 03 - Meta-Guaviare-Guainia|Guaviare|Orinoco|Guaviare|Bajo Guaviare|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-67.83|3.96
25021210|TREMENTINO|Pluviometrica|Convencional|Activa|Cordoba|Sahag�n|15/11/1973||Area Operativa 02 - Atl�ntico-Bolivar-Sucre|0|Magdalena Cauca|Bajo Magdalena- Cauca -San Jorge|Bajo San Jorge - La Mojana|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-75.47|8.82
32150040|PUEBLO NUEVO|Limnimetrica|Convencional|Activa|Guainia|Barranco Mina|15/06/1983||Area Operativa 03 - Meta-Guaviare-Guainia|Guaviare|Orinoco|Guaviare|Bajo Guaviare|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-69.89|3.42
32207010|CEJAL|Limnimetrica|Convencional|Activa|Vichada|Cumaribo|15/12/1983||Area Operativa 03 - Meta-Guaviare-Guainia|Guaviare|Orinoco|Guaviare|Bajo Guaviare|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-68.34999722|3.99
33060010|SANTA RITA|Limnimetrica|Convencional|Activa|Vichada|Cumaribo|15/12/1983||Area Operativa 03 - Meta-Guaviare-Guainia|Orinoco|Orinoco|Vichada|Bajo Vichada|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-68.36|4.87
33077010|SANTA RITA|Limnimetrica|Convencional|Activa|Vichada|Cumaribo|15/10/1984||Area Operativa 03 - Meta-Guaviare-Guainia|Vichada|Orinoco|Vichada|Bajo Vichada|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-68.36|4.87
52045070|WILQUIPAMBA|Climatica Ordinaria|Convencional|Activa|Nariño|Pasto|15/05/1990||Area Operativa 07 - Nariño-Putumayo|0|Pacifico|Pat�a|R�o Juananb�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-77.19|1.19999833
52065020|BARBACOAS|Climatica Ordinaria|Convencional|Activa|Nariño|Barbacoas|15/09/1972||Area Operativa 07 - Nariño-Putumayo|0|Pacifico|Pat�a|R�o Telemb�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-78.14|1.67
47067010|ENCANTO EL|Climatica Ordinaria|Convencional|Activa|Guaviare|Calamar (Guaviare)|15/04/1986||Area Operativa 03 - Meta-Guaviare-Guainia|Putumayo|Amazonas|Apaporis|R�o Tunia � Macay�|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-73.21|1.75
47017170|PICUDO EL|Climatica Ordinaria|Convencional|Activa|Putumayo|Orito|15/09/1984||Area Operativa 07 - Nariño-Putumayo|Guamues|Amazonas|Putumayo|Alto R�o Putumayo|INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES|-76.84|0.49
21208080|MONDONEDO_TEST |Limnigrafica|Convencional|Activa|Meta|Guamal (Meta)|15/04/1971||Area Operativa 03 - Meta-Guaviare-Guainia|Balsillas|Orinoco|Guaviare|R�o Ariari|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74|4
21209080|CAFAM LA FLORESTA |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/09/1990||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Canal Rio Negro|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.06666667|4.68333333
21209420|USAQUEN GARITA |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/05/1989||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Bogota|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.08333333|4.68333333
21209460|PTE FRANCIS |Limnimetrica|Convencional|Activa|Cundinamarca|La Calera|15/05/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Teusaca|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.98333333|4.68333333
21208240|GIRARDOT |Limnigrafica|Convencional|Activa|Cundinamarca|Girardot|15/06/1972||Area Operativa 10 - Tolima|Bogota|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.76666667|4.31666667
21209520|CARCEL LA |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/04/1988||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chisaca|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.2|4.31666667
21200190|BOCA GRANDE |Pluviometrica|Convencional|Activa|Bogota|Bogota, D.C|15/08/1941||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chisaca|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.13333333|4.33333333
35020390|MUNDONUEVO |Pluviometrica|Convencional|Activa|Cundinamarca|La Calera|15/01/1971||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chisaca|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.86666667|4.68333333
35027240|POZO 1 TUBERIA 2 |Limnimetrica|Convencional|Activa|Cundinamarca|La Calera|15/07/1982||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Blanco|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.85|4.68333333
35027370|BOCATOMA VENTANA |Limnimetrica|Convencional|Activa|Cundinamarca|Jun�n|15/05/1974||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Pe�As Blancas|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.81666667|4.68333333
35027400|BOCATOMA LA RUEDA |Limnimetrica|Convencional|Activa|Cundinamarca|Jun�n|15/09/1991||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda El Chocolatal|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.83333333|4.68333333
35060410|CASCADA LA |Pluviometrica|Convencional|Activa|Cundinamarca|Jun�n|15/09/1974||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda El Chocolatal|Orinoco|Meta|R�o Guatiqu�a|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.78333333|4.68333333
35067080|PTE CORDOBA |Limnimetrica|Convencional|Activa|Cundinamarca|Jun�n|15/09/1970||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Sta Barbara|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.68333333|4.68333333
35067190|ARENAL EL |Limnimetrica|Convencional|Activa|Cundinamarca|Jun�n|15/04/1987||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Quinal|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.68333333|4.68333333
35067210|ALAMBRA LA |Limnimetrica|Convencional|Activa|Cundinamarca|Jun�n|15/11/1989||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Santa Barbara|Orinoco|Meta|R�o Guavio|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.7|4.68333333
21200110|SAN RAFAEL 1 |Pluviometrica|Convencional|Activa|Cundinamarca|La Calera|15/05/1933||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Santa Barbara|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.98333333|4.7
21200650|CONTADOR |Pluviometrica|Convencional|Activa|Bogota|Bogota, D.C|15/01/1958||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Santa Barbara|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.03333333|4.7
21201280|PALACIOS |Pluviometrica|Convencional|Activa|Cundinamarca|La Calera|15/02/1965||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Santa Barbara|Orinoco|Meta|R�o Guayuriba|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.81666667|4.7
21206100|LAG DE SUESCA |Climatica Ordinaria|Convencional|Activa|Cundinamarca|Suesca|15/01/1962||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Qda Santa Barbara|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-73.78333333|5.08333333
21205360|BOCAGRANDE |Climatica Ordinaria|Convencional|Activa|Bogota|Bogota, D.C|15/01/1951||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Sisga|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.13333333|4.35
21207460|TOMA LA |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/02/1951||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chisaca|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.16666667|4.36666667
21207470|HERRADERO |Limnigrafica|Convencional|Activa|Bogota|Bogota, D.C|15/03/1951||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Mugroso|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.16666667|4.36666667
23190170|FLORIDABLANCA |Pluviometrica|Convencional|Activa|Santander|Floridablanca|15/10/1958||Area Operativa 08 - Santanderes-Arauca||Magdalena Cauca|Medio Magdalena|R�o Lebrija y otros directos al Magdalena|COMPANIA COLOMBIANA DE TABACO|-73.08333333|7.06666667
23190040|BUCARAMANGA |Pluviometrica|Convencional|Activa|Santander|Bucaramanga|15/01/1953||Area Operativa 08 - Santanderes-Arauca||Magdalena Cauca|Medio Magdalena|R�o Lebrija y otros directos al Magdalena|COMPANIA COLOMBIANA DE TABACO|-73.1|7.13333333
24030080|SANTOS LOS |Pluviometrica|Convencional|Activa|Santander|Los Santos|15/01/1953||Area Operativa 08 - Santanderes-Arauca|Cauca|Magdalena Cauca|Sogamoso|R�o Chicamocha|COMPANIA COLOMBIANA DE TABACO|-73.1|6.75
24030490|REGADERO |Pluviometrica|Convencional|Activa|Santander|Los Santos|15/07/1969||Area Operativa 08 - Santanderes-Arauca|Cauca|Magdalena Cauca|Sogamoso|R�o Chicamocha|COMPANIA COLOMBIANA DE TABACO|-73.1|6.75
24040010|BARICHARA |Pluviometrica|Convencional|Activa|Santander|Barichara|15/01/1953||Area Operativa 08 - Santanderes-Arauca|Orinoco|Magdalena Cauca|Sogamoso|R�o Su�rez|COMPANIA COLOMBIANA DE TABACO|-73.23333333|6.63333333
23140010|PENA COLORADA |Pluviometrica|Convencional|Activa|Santander|Simacota|15/01/1953||Area Operativa 08 - Santanderes-Arauca|Orinoco|Magdalena Cauca|Medio Magdalena|R�o Op�n|COMPANIA COLOMBIANA DE TABACO|-73.65|6.66666667
24040020|VILLANUEVA |Pluviometrica|Convencional|Activa|Santander|Villanueva (Santander)|15/01/1956||Area Operativa 08 - Santanderes-Arauca|Orinoco|Magdalena Cauca|Sogamoso|R�o Su�rez|COMPANIA COLOMBIANA DE TABACO|-73.18333333|6.66666667
24030390|PTE PINZON |Pluviometrica|Convencional|Activa|Boyaca|Boavita|15/01/1963||Area Operativa 06 - Boyaca-Casanare-Vichada|Orinoco|Magdalena Cauca|Sogamoso|R�o Chicamocha|COMPANIA COLOMBIANA DE TABACO|-72.63333333|6.31666667
27010560|GIRARDOTA |Pluviometrica|Convencional|Activa|Antioquia|Girardota|15/01/1959||Area Operativa 01 - Antioquia-Choco|Orinoco|Magdalena Cauca|Nech�|R�o Porce|ESTADISTICA DEPARTAMENTAL DE ANTIOQUIA|-75.45|6.38333333
27010650|DON MATIAS |Pluviometrica|Convencional|Activa|Antioquia|Don Mat�as|15/01/1959||Area Operativa 01 - Antioquia-Choco|Orinoco|Magdalena Cauca|Nech�|R�o Porce|ESTADISTICA DEPARTAMENTAL DE ANTIOQUIA|-75.4|6.48333333
24020010|SAN GIL-LA CASCADA |Pluviometrica|Convencional|Activa|Santander|San Gil|15/07/1950||Area Operativa 08 - Santanderes-Arauca|Orinoco|Magdalena Cauca|Sogamoso|R�o Fonce|COMPANIA COLOMBIANA DE TABACO|-73.13333333|6.56666667
24025010|SAN GIL |Climatica Ordinaria|Convencional|Activa|Santander|San Gil|15/03/1930||Area Operativa 08 - Santanderes-Arauca|Orinoco|Magdalena Cauca|Sogamoso|R�o Fonce|COMPANIA COLOMBIANA DE TABACO|-73.13333333|6.56666667
21200200|HATO EL |Pluviometrica|Convencional|Activa|Bogota|Bogota, D.C|15/06/1928||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Subia|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.18333333|4.38333333
21207110|PALMAR EL |Limnimetrica|Convencional|Activa|Bogota|Bogota, D.C|15/04/1930||Area Operativa 11 - Cundinamarca-Amazonas-San Andr�s|Chisaca|Magdalena Cauca|Alto Magdalena|R�o Bogota|EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P|-74.13333333|4.38333333
